ticket_text,category,urgency,urgency_stated,label_noise
"Good morning, We occasionally see a retry warning in the logs, is that expected Only a handful of us run into it, sometime in the next few weeks would be fine Reproduced by 12 different people here",Technical Issue,Medium,true,false
"Only i have noticed it so far, so this has zero impact on our work. Bulk imports of 1,800 records stall halfway through with no error. Reference ORD-44812 if that helps.",Technical Issue,Low,true,false
Hello The webhook manager is unreachable from our office network but fine on mobile data. Our production environment is completely down.,Technical Issue,Critical,true,false
"Hello, Our 25 new hires cannot accept their workspace invitations. Looking forward to your reply.",Login/Access,Critical,false,false
"We are not blocked in any way, whenever you happen to get to it is fine. Do you offer training sessions for new guest collaborator accounts. We are on the Team plan. Appreciate the help.",General Inquiry,Low,true,false
"Hi support, We would love to see an audit trail integrated with hubspot. It shows up every now and then and nothing is actually blocked because of it.",Feature Request,High,true,true
"Hello, Sso through hubspot redirects back to the login page in a loop It is costing us hours every day - hoping for a quick turnaround if at all possible Appreciate the help",Login/Access,High,true,false
"Hi support, The csv export is missing the last column on every row. It is a single screen and nothing else. Any help appreciated.",Bug Report,Low,true,false
Dulicate entriez appear every time i refresh the audit log. About 3 people have reported it internally - flagging this as important on our side.,Bug Report,High,true,false
The salesforce sync has been failing with err_connection_reset. Logged from our Pro workspace. Appreciate the help.,Technical Issue,Critical,false,false
"can you explain the proration line item of €1,450.00 on our last invoice. please advise.",Billing,Medium,false,false
Your status page says everything is fine but we see 503 on /v2/search. Any help appreciated.,Technical Issue,Medium,false,false
"Hi folks, Our finance team needs invoices sent to a different email address. Get back to me when you can.",Billing,Medium,false,false
"Hey, Do you offer training sessions for new manager accounts. Looking forward to your reply.",General Inquiry,Low,false,false
"Nobody on the team can work at all, we need a call as soon as humanly possible The salesforce sync has been failing with err_connection_reset Let me know",Technical Issue,Critical,true,false
"hi support, we would like to review which accounts still have admin rights nothing depends on this at all, so purely for your awareness it happens on brave as well thanks in advance",Login/Access,Low,true,false
"Hi folks, We would like an api endpoint that mirrors slack notifications Please prioritise this above the rest of our queue Happy to provide more detail if useful",Feature Request,High,true,false
the account recovery flow keeps asking for a code it never sends i am on edge 131 running windows 10 let me know if you need screenshots,Login/Access,High,false,true
Thee nightly export job has been timing out for about three days. This affects every customer we have - we nerd an emergency fix today.,Technical Issue,Critical,true,false
The /v1/exports endpoint returns 404 intermittently. Get back to me when you can.,Technical Issue,High,false,false
"My sesssion expires after a couple of minutes and logs me out. We have a manual fallback that works, would be good to have this fixed eventually. Any help appreciated.",Login/Access,Medium,true,false
"hey, it would be nice if the permissions matrix remembered my last filter.",Feature Request,Low,false,false
"Morning, Can you explain the proration line item of $79 on our last invoice It is purely cosmetic and genuinely not a priority for us Tried again two hours later with the same result Please advise",Billing,Low,true,false
"Nothing depends on this all. please put it at the very bottom of the queue. A small suggestion, ddark mode would save our team a lot of clicks.",Feature Request,Low,true,false
"Dear support team, Who should i talk to about a renewal conversation. It shows up every now and then, it is more of an irritation than a problem. Reproduced by 500 different people here. Looking forward to your reply.",General Inquiry,Medium,true,false
"Morning, It affects a large part of our daily workflow and our team lead has asked me to chase this. The date filter returns results outside the range i selected.",Bug Report,High,true,false
"hello, would be good to have this fixed eventually. the credit note you issued for ord-44812 never appeared on our statement. thanks for your time!!!",Billing,Medium,true,false
"Hi support, How lonng does it usually take for support to respond. It does not really affect anything we do. Cheers.",General Inquiry,Low,true,false
The nightly export job has been timing out since tuesday. Our workspace has about 25 users.,Technical Issue,High,false,false
"Morning, An option to disable the default behaviour in the reports page would help. Nobody else has even mentioned it - everything else works perfectly well, please upt it at the very bottom of the queue. Cheers.",Feature Request,Low,true,false
Throughput dropped by half since tuesday with no change on our side. Get back to me when you can.,Technical Issue,High,false,false
It shows up every now and then and would be good to have this fixed eventually. Toggling a setting off in the webhook manager turns it back on after a reload. I I am on Chrome 131 running Debian 12.,Bug Report,Medium,true,false
"Morning, The invoice for 2026-09-09 has the wrong vat number on it A good portion of our users hit this DAILY Any help appreciated",Billing,High,true,false
"hi team, why did our bill jump from $9.99 to $49 with no plan change reproduced by 7 different people here appreciate the help",Billing,High,false,false
Connections to your service drop after about two hours. Ticket raised on behalf of our billing contact. Appreciate the help.,Technical Issue,Medium,false,false
The retry logic gets stuck in a loop because /v2/invoices returns 404 Moderately important from where we sit,Technical Issue,Medium,true,false
"Dear support team, We have had to pause operations entirely hTe snowflake integration disconnects itself every few hours Thanks in advance",Technical Issue,Critical,true,false
It shows up every now and then and would be good to have this fixed eventually. The total on the team management screen shows a different number than the export. Get back to me when you can.,Bug Report,Medium,true,false
"Hello, The workwpace owner left the comppany and we are locked out of settings. It is eating into time we do not have. Let me know if you need screenshots.",Login/Access,High,true,false
The credit note you issued for inv-99213 never appeared on our statement. Looking forward to your reply.,Billing,Low,false,false
"Hello support, How long does it usually take for support to respond. Get back to me when you can!!",General Inquiry,Medium,false,false
"We are hitting a rate limit of 1,800 requests and cannot complete a sync. Moderately important from where we sit. I am on Chrome 131 running Windows 10.",Technical Issue,Medium,true,false
The refund for tkt-10233 was approved for the last 48 hours but has not landed.,Billing,Medium,false,false
"good morning, requests from our android 15 build fail with timeout_exceeded but curl works fine. it affects one part of our workflow and we lose a few minutes here and there, worth looking at when you get a chance. our workspace has about 7 users. any help appreciated.",Technical Issue,High,true,true
"dear support team, only a handful of us run into it - we have a manual fallback that works. how long does it usually take for support to respond. i checked the documentation first and could not find anything. please advise.",General Inquiry,Medium,true,false
Requests from our macos 15.2 build fail with 500 but curl works fine. Most of our manager accounts are running nito it and it is costing us hours every day. It happens on Edg 131 as well.,Technical Issue,High,true,false
"Good morning, We would love to see multi-currency support inyegrated with netsuite. We arre not blocked in any way, so absolutely no rush on this. We are on the Free plan. Please advise.",Feature Request,Low,true,false
"Dear support team, Could you add our company registration number to future invoices. Genuinely not a priority for us. Let me know.",Billing,Low,true,false
Every request to /v1/subscriptions has returned 429 for the last 48 hours. It comes up maybe once a day. Our developer confirmed the same behaviour on macOS 15.2. Let me know!!,Technical Issue,Medium,true,false
"hey, our business subscription cancelled by mistake and service has stopped. i have already tried clearing the cache and reinstalling. happy to provide more detail if useful.",Billing,Critical,false,false
"hi there, can you point me at the onboarding checklist for new teams. it is a single screej and nothing else. purely for your awareness. appreciate the help.",General Inquiry,Low,true,false
"Morning, My session expires after a couple of minutes and logs me out. It affects a large part of our daily workflow which means please prioritise this above the rest of our queue. Let me know.",Login/Access,High,true,false
Percentages on the summary card do not add up to 100. It is purely cosmetic. Appreciate the help.,Technical Issue,Low,true,true
The invoice for 2026-09-01 has the wrong vat number on it. It does not really affect anything we do and it changes nothing about how we use the product which means whenever you happen to get to it is fine. We are on the Business plan. Thanks in advance!!!,Billing,Low,true,false
The modal on the admin console cannot be closed once it opens in chrome on android. Please put it at the very bottom of the queue.,Bug Report,Low,true,false
It comes up maybe once a day. Your status page says everything is fine but we see 429 on /v2/orders. Reproduced by 200 different people here. Get back to me when you can.,Technical Issue,Medium,true,false
"hi folks, our card on file keeps failing even though the bank confirms it is fine. we would really appreciate a fix within a day or two. happy to provide more detail if useful.",Billing,High,true,false
Hi there We would like this looked at reasonably soon. The hubspot integration disconnects itself every few hours.,Technical Issue,Medium,true,false
Morning The retry logic gets stuck in a loop because /v2/reports/generate returns 500. It shows up every now and then would be goood to have this fixed eventually. I am on Chrome 131 running macOS 15.2. hTanks for youf time.,Technical Issue,Medium,true,false
"Hello, Submitting the form deletes the existing record instead of updatng it. It is eating into time we do not have. Thanks for your time.",Bug Report,High,true,false
"Hi support, The invoice for 2026-08-30 has the wrong vat number on it. A couple of people have noticed it, so it is more of an irritation than a problem - sometime in the next few weeks would be fine. Happy to provide more detail if useful.",Billing,Medium,true,false
"Morning, We need consolidated billing across our 40 workspaces. does not really affect anything we do, so it changes nothing about how we use the product. It happens on Safari 18 as well. Thanks for your time.",Billing,Low,true,false
"Hi team, Is there a sandbox i can test against before going live. I checked the documentation first and could not find anything. Thanks!",General Inquiry,Low,false,false
"Morning, We removed a user and and now nobody can access the user directory We are falling behind on a deadline because of it hoping for a quick turnaround if at all possible Our workspace has about 7 users",Login/Access,High,true,false
We have been double charged on every invoice since 2026-08-30. Thanks in ADVANCE.,Billing,Critical,false,false
"The date filter returns results outside the range i selected. It shows up every now and then, so nothing is actually blocked because OF it. I have already tried clearing the cache and reinstalling.",Bug Report,Medium,true,false
the saml assertion is rejected with an audience mismatch it matters to us but we are not on fire,Login/Access,Medium,true,false
"hello support, somewhere in the middle of your queue would be fair. pagination skips the first item on page two.",Bug Report,High,true,false
We would love to see saved filters integrated with stripe.,Feature Request,Low,false,false
"The credit note you issued for inv-20415 never appeared on our statement. It affects one part of our workflow and we have a manual fallback that works, sometime in the next few weeks would be fine. Thanks in advance.",Billing,Medium,true,false
"Hello, WE see err_connection_reset errors in our logs for roughly 7 requests per minute.",Technical Issue,Medium,false,false
"Hello, It is purely cosmetic which means just noting it for the record How do i read the numbers shown on the settings page Thanks for your time",General Inquiry,Low,true,false
"Dear support team, Memory usage in our worker spikes whenever we call /v1/exports. It is a single screen and nothing else, this has zero impact on our work and just noting it for the record. This started since Tuesday.",Technical Issue,Low,true,false
"Morning, Please consider adding saved filters to the roadmap Appreciate the help",General Inquiry,Low,false,true
"Hey, Just putting it on your radar. A regression since the last release broke the filter on the search bar. Screenshots attached. Let me know if you need screenshots.",Bug Report,Medium,true,false
"Hello, Pagination skips the first item on page two A whole department is is working around this which means it IS eating into time we do not have and hopinf for a quick turnaround if at all possible This started all week Let me know",Bug Report,High,true,false
"HI there, Editing a billing contact and saving silently reverts the change. Let me know.",Bug Report,Medium,false,false
"Hey, Please consider adding dark mode to the roadmap It is a single screen and nothing else and it channges nothing about we use the product and purely for your awareness",Feature Request,Low,true,false
Are there bset practices for organising hte reports age at scale. We would like an update today if you can manage it.,General Inquiry,High,true,false
"Dear support team, The modal on the settings page cannot be closed once it opens in chrome incognito. It comes up maybe once a day and sometime in the next few weeks would be fine. Appreciate the help.",Bug Report,Medium,true,false
"Dear support team, The export contains another customer's rows mixed into ours",Bug Report,Medium,false,false
"hey, the loading spinner keeps spinning breifly after content has rendered. our developer confirmed the same behaviour on windows 11.",Bug Report,Low,false,false
"Hey, Any cance you could support sso with okta for enterprise customers. Appreciate the the help.",Feature Request,Medium,false,false
a regression since the last release broke the filter on the mobile app. it is getting noticeably worse week on week. logged from our pro workspace. cheers.,Bug Report,High,true,false
"Hey, I want to switch my login email to a different address. It affects one part of our workflow, so we have a manual fallback that works. Thanks in advance.",Login/Access,Medium,true,false
"hi folks, every request to /v2/reports/generate has returned timeout_exceeded since this morning. our developer confirmed the same behaviour on windows 11.",Technical Issue,Critical,false,true
"Hey, The nightly exxport has been timing out for about trhee days. Please advise!!!!",Technical Issue,High,false,false
hey our card on file ekeps failing even though the bank confirms it is fine. any help appreciated.,Billing,Medium,false,false
The two factor code from my authenticator is rejected every time. I checked the documentation first and could not find anything.,Login/Access,High,false,false
how do i read the numbers shown on the invoice list we are on the business plan,General Inquiry,Low,false,false
"Good morning, Can you explain the proration line item of £320 on our last invoice Only i have noticed it so far which means nothing depends on this at all and absolutely no rush on this I am on Chrome 131 running macOS 15.2",Billing,Medium,true,true
"Good morning, Does your api have a rate limit i should design around We have had to build a manual workaround to cope, so hoping for a quick turnaround if at all possible Appreciate the help",General Inquiry,High,true,false
"Good morning, My card was declined but the subscription still shows as active Our workspace has about 12 users Happy to provide more detail if useful",Billing,Medium,false,false
morning about 7 people have reported it internally so we would really appreciate a fix within a day or two. the record count says 1800 but only 7 rows actually render.,Bug Report,High,true,false
"Hi support, Password reset says the accountt does not exist but i receive your billing email. We are losing revenue by the minute. Refrrence ORD-88190 if that helps. Please advise.",Login/Access,Critical,true,false
"Hi there, Our account was suspended for non payment even though the invoice is paid Nobody on the team can work at all we have had to pause operations entirely and thhis absolutely cannot wait Please advise",Billing,Critical,true,false
any chance you could support slack notifications for enterprise customers. nothing depends on this at all. just noting it for the record. happy to provide more detail if useful.,Feature Request,Low,true,false
Throughput dropped by half since the last release with no change on our side. It is a single screen and nothing else whenever you happen to get to it is fine.,Bug Report,Low,true,true
Morning The chart renders an empty axis when a series has zero values. Logged from our Business workspace. Happy to provide more detail if useful.,Bug Report,Low,false,false
"Good morning, Our account was suspended for non payment even though the invoice is paid. Just putting it on your radar. Cheers.",Billing,Medium,true,false
"hi folks, i get a 403 when opening the export tool even though i am a workspace owner. sometime in the next few weeks would be fine. get back to me when you can?!",Technical Issue,Medium,true,true
"Hi team, An option to disable the default behaviour in the dashboard would help.",Feature Request,Low,false,false
"The retry logc gets stuck in a loop because /v2/search returns econnrefused Several people on the team are affected, so it is eating into time we do not have, we would really appreciate a fix within a day or two",Technical Issue,High,true,false
"Dear support team, The invoice for 2026-09-09 has the wrong vat number on it. Looking forward to your reply.",Billing,Low,false,false
"Hello, The date filter returns results outside range i selected. Only a handful of us run into it, nothing is actually blocked because of it. worth looking at when you get a chance. Please advise.",Bug Report,Medium,true,false
the stripe sync has been failing with 500.,Technical Issue,Critical,false,false
hi support what are your data retention policies for exported reports. purely for your awareness. thanks in advance.,General Inquiry,Low,true,false
"Hi support, The export contains another customer's rows mixed into ours. Nobody on the team can work at all. Happy to provide more detail if useful.",Bug Report,Critical,true,false
Hello Our finance team needs invoices sent to a different email address. Please advise.,Billing,Low,false,false
"Hi there, The payment method on file expired and i cannot update it in the reports page. We are not blocked in any way. Any help appreciated.",Billing,Low,true,false
"Hey, A regression since the last release broke the filter on the admin console. This is more disruptive than it probably sounds. We are on the Team plan. Happy to provide more detail if useful.",Bug Report,Medium,true,false
"good morning, i want to switch my login email to a different address. it does not really affect anything we do which means we are not blocked in any way and absolutely no rush on this. happy to provide more detail if useful!!!",Login/Access,Low,true,false
just putting it on your radar. we work around the lack of an audit trail with a spreadsheet today. reference ord-88190 if that helps. let me know if you need screenshots?!,Feature Request,Medium,true,false
Your status page says everything is is fine but we see err_connection_reset on /v2/events. Flagging this as important on our side. Let me know.,Technical Issue,High,true,false
We are not blocked in any way. We would adopt this much faster if slack notifications existed. I have already tried clearing the cache and reinstalling. Let me know if you need screenshots.,Feature Request,Low,true,false
"Hey, Your status page says everything is fine but we seee 403 on /v1/subscriptions. OUR projct timeline gas already slipped once, we would like an update today if you can manage it. Appreciate the help.",Technical Issue,High,true,false
Somewhere in the midde of your queue would be fair. Dns resolution for your api endpoint fails from our region. Thanks!,Technical Issue,High,true,false
"Hey, The form accepts an invalid email address and saves it without complaint. This affects every customer we have, so we are in breach of our sla as of this morning which means this absolutely cannot wait. Thanks!",Bug Report,Critical,true,false
"Good morning, The two factor code from my authenticator is rejected every time. We are losing revenue by the minute. I checked the documentation first and could not find anything. Thanks in advance.",Login/Access,Critical,true,false
"Hello, The form accepts an invalid email address and saves it without complaint. All 7 of our users are down, we have had to pause operations entirely. Get back to me when you can!!",Bug Report,Critical,true,false
An option to disable the default behaviour in the settings page would help. Only i nave noticed it so far which measn whenever you happen to get to it is fine. Get back to me when oyu can.,Feature Request,Low,true,false
"Morning, Submitting the form deletes the existing record instead of updating it. It slows us down a little and would be good to have this fixed eventually!!!",Bug Report,Low,true,true
"dear support team, why did our bill jump from $1,204.50 to $79 with no plan change. only i have noticed it so far. pet me know.",Billing,Low,true,false
"good morning, we see 403 errors in our logs for roughly 7 requests per minute. it does not really affect anything we do. please advise.",Technical Issue,Low,true,false
Api latency went from milliseconds to several seconds since yesterday. Logged from our Team workspace. Thanks!,Technical Issue,High,false,false
"hello, i cannot log in, the password reset email never arrives. the entire company is blocked. our launch today is at risk. happy to provide more detail if useful.",Login/Access,High,true,true
"Hello support, I can log in on desktop but the mobile app rejects the same credentials. It comes up maybe once a day, nothing is actually blocked because of it.",Login/Access,Medium,true,false
"good morning, it matters us but we are not on fire our finance team needs invoices sent to a different email address",Billing,Medium,true,false
"Hello support, What are your data retention policies for exported reports It is getting noticeably worse week on week Tried again 45 seconds later with the same result Please advise",General Inquiry,High,true,false
"Hi folks, How do i rotate the api key on my account.",Login/Access,Medium,false,false
The invoice for 2026-07-29 has the wrong vat number on it?!,General Inquiry,Medium,false,true
"Hi folks, The /v1/exports endpoint returns econnrefused intermittently. It is spreading to more of the team as we onboard and flagging this as important on our side. We are on the Starter plan. Cheers.",Technical Issue,High,true,false
"hi team, api latency went from milliseconds to sevefal secobds for the last 48 hours. thanks!?!",Technical Issue,Low,false,false
Would you consider a sandbox environment as a paid add-on. Our developer confirmed the same behaviour on Debian 12. Let me know if you need screenshots.,Feature Request,Low,false,false
Please consider adding granular notification settings to the roadmap Please advise,Feature Request,Medium,false,false
"Hello support, Uploading a file over 60 mb fails silently with error shown. Only a handful of us run into it, we have a manual fallback that works. just putting it on your radar. I checked the documentation first and could not find anything. Let me know.",Bug Report,Medium,true,false
"Several people on the team are affected, so our release this week is at risk and we need this sorted before the end of the week. The invoice for 2026-08-30 has the wrong vat number on it.",Billing,High,true,false
"Hi team, The audit log is unreachable from our office network but fine on mobile data. Our own customers are already complaining and we need someone on this immediately. I checked the documentation first and could not find anything. Appreciate the help?!",Technical Issue,Critical,true,false
"Dear support team, The search bar ignores hyphens so no ersults come back for hyphenated names. We lose a few minutes here and there. Our workspace has about 7 users. Cheers.",Bug Report,Medium,true,false
"hi there, how do i read the numbers shown on the search bar thanks in advance",General Inquiry,Low,false,false
"Hi there, It is eating into time we do not have. Our contract renewal depends on role-based permissionz being available. Happy to provide more detail if useful.",Feature Request,High,true,false
"Hey, We are hitting a rate limit of 200 requests and cannot complete a sync Our launch today is at risk Let me know",Technical Issue,Critical,true,false
"hi team, the ssl certificate on your api host looks like it is misconfigured.",Technical Issue,Low,false,true
it shows up every now and then - we can work around it for now - sometime in the next few weeks would be fine. the refund for inv-20415 was approved ever since the weekend but has not landed.,Billing,Medium,true,false
"Hi team, We would adopt this much faster if an offline mode existed. Screenshots attached. Let me know.",Feature Request,High,false,false
our webhooks stopped being delivered since the last release. not one person here can get anything done. thanks!,Technical Issue,Critical,true,false
"Good morning, This is more disruptive than it probaably sounds. Why did our bill jump from $240 to $129.00 wiht no pllan change. Let me know.",Billing,Medium,true,false
"Dear support team, Would be good to have this fixed eventually Our purchase order number missing from every invoice you send Tried again three days later with the same result Appreciate the help",Billing,Medium,true,false
Toggling a setting off in the admin console turns it back on atfer a reload. Tried again 20 minutes later with the smae result. Any help appreciated.,Bug Report,High,false,false
"Dear support team, How do i rotate the api key on my account.",Login/Access,Low,false,false
A regression since the last release broke the filter on the user directory. Our developer confirmed the same behaviour on Windows 11. Get back to me when you can.,Bug Report,High,false,false
most of our billing contact accounts arre running into it the credit note you issued for inv-99213 never appeaerd on our statement,Billing,High,true,false
"morning, editing a read-only user and saving silently reverts the change it is eating into time we do not have let me know",Bug Report,Critical,true,true
Is dark mode something that exists today or am i missing it. Reproduced by 60 different people here. Thanks for your time.,General Inquiry,Low,false,false
"Hello, I want to cancel the subscription and get a refund of $240. It is getting noticeably worse week on week. Ticket raised on behalf of our manager.",Billing,High,true,false
Would you consider saved filters as a paid add-on. A couple of people have noticed it and we lose a few minutes here and there. I am on Chrome on Android running macOS 15.2. Looking forward to your reply!!,General Inquiry,Medium,true,true
"Hello, The bulk action applied itself to every record rather than the selected ones. Most of our read-only user accounts are running into it which means it is eating into time we do not have which means flagging this as important on our side.",Bug Report,High,true,false
"A small suggestion, multi-currency support would save our team a lot of clicks Nobody else has even mentioned it",Feature Request,Low,true,false
we havee a security review today and need your compliance documentation now. our whole workflow has stopped dead - our launch today is at risk. thanks for your time.,General Inquiry,Critical,true,false
aCn we switch the enterprise subscription to invoice-based payment terms. This keeps coming up and we are tired of it. Cheers.,Billing,Medium,true,false
"Good morning, Access to the mobile app disappeared after our ppan changed to team. Tried again 45 seconds later with the same result. Thanks!",Login/Access,High,false,false
"Good morning, The credit note you issued for ord-44812 never appeared on our statement. It is affecting a few people here. Tried again three days later with the same result. Happy to provide more detail if useful.",Billing,High,true,false
"Does the free plan include jira integration. It comes up maybe once a day and we can work around it for now, so happy to wait for the next release!!",General Inquiry,Medium,true,false
"good morning, this has taken out our live environment and we have an active incident open on our side, so this absolutely cannot wait. we downgraded from pro to enterprise but were still billed the old rate. appreciate the help.",Billing,Critical,true,false
"Dear support team, Uploading a file over 25 mb fails silently with no error shown Moderately important from where we sit",Bug Report,Medium,true,false
"Hi there, We We would love to see scheduled reports integrated with shopify. Cheers.",Feature Request,Medium,false,false
"Dear support team, It affects a large part of our daily workflow, our project timeline has already slipped once and hoping for a quick turnaround if at all possible. Our webhooks stopped being delivered for the last 48 hours. Let me know if you need screenshots.",Technical Issue,High,true,false
We see 500 errors in our logs for roughly 12 requests per minute. This started for about three days. Let me know.,Technical Issue,Medium,false,false
"Hello support, My account is locked after a few failed attempts and will not unlock. This affects every customer we have and we need need a call as soon as humanly possible.",Login/Access,Critical,true,false
Hi there We downgraded from growth to starter but were still billed the old rate. Let me know if you need screenshots.,Billing,Medium,false,true
"Morning, Bulk imports of 40 records stall halfway through with no error. Only i have noticed it so far, nothing depends on this at all which means no response needed really. Any help appreciated.",Technical Issue,Low,true,false
"Morning, It would be really useful to have two-way calendar sync in the reports page It is purely cosmetic, so nothing depends on this at all, no response needed really Cheers",Feature Request,Low,true,false
"hi team, every request to to /v1/subscriptions has returned timeout_exceeded for the ast 48 hours. let me know.",Technical Issue,Critical,false,false
"Hi support, The /v1/users endpoint returns 503 intermittently. It is spreading to more of the team as we onboard, our team lead has asked me to chase this. Thanks in advance.",Technical Issue,High,true,false
"Dear support team, Every request to /v2/events has returned 500 since this morning. Our whole workflow has stopped dead and our launch today is at risk which means please treat this as a severity one incident. This started ever since the weekend. Appreciate the help.",Technical Issue,Critical,true,false
"morning, every request to /v1/exports has returned 500 since this morning any help appreciated",Technical Issue,Critical,false,false
"Dear support team, Can you explain the proration line item of $4,812.00 on our last invoice. A whole department is working around this. Thanks for your time.",Billing,High,true,false
"Hello, Does your api have a rate limit i should design around It shows up every now and then sometime in the next few weeks would be fine Reproduced by 40 different people here Any help appreciated",General Inquiry,Medium,true,false
hi team can you send a statement of all charges since 2026-08-30.,Billing,Medium,false,false
"hello, connections to your service drop after about 45 seconds. whenever you happen to get to it is fine. happy to provide more detail if useful.",Technical Issue,Low,true,false
Hi support The account recovery flow keeps asking for a code it never sends. Only a handful of us run into it which means would be good to have this fixed eventually. Let me know.,Login/Access,Medium,true,false
"hello, toggling a setting off in the analytics view turns it back on after a reload. it shows up every now and then - we lose a few minutes here and there and sometime in the next few weeks would be fine. let me know.",Bug Report,Medium,true,false
"hi there, only i have noticed it so far, it changes nothing about how we use the product, please put it at the very bottom of the queue. the total on the integrations page shows a different number than the export. let me know.",Bug Report,Low,true,false
"hello, a regression since the last release broke the filter on the analytics view.",Bug Report,Medium,false,false
Every single user is affected - please treat this as a severity one incident. The ssl certificate on your api host looks like it is misconfigured. Our workspace has about 25 users!!!!,Technical Issue,Critical,true,false
We are being billed for 60 seats but only have 200 active users. This is more disruptive than it probably sounds. Let me know.,Billing,High,true,false
I would like to update the billing address on our account Only i have noticed it so far Any help appreciated,Billing,Low,true,false
"hi team, throughput dropped by half since the last release with no change on our side. logged from our scale workspace.",Technical Issue,High,false,false
Requests from our android 15 build fail with 503 but curl works fine.,Technical Issue,High,false,false
"Why did our bill jump from $4,812.00 to €1,450.00 with no plan change. I checked teh documentation first and could not find anything.",Billing,High,false,false
"morning, please move our billing cycle from monthly to annual on the business plan. it is purely cosmetic, so genuinely not a priority for us.",Billing,Low,true,false
it does not really affect anything we do. our finance team needs invoices sent to a different email address. screenshots attached.,Billing,Low,true,false
"Dear support team, I was invited as a manager but the invitation link says it is invalid. Most of our workspace owner accounts are running into it. Happy to provide more detail if useful!!!!",Login/Access,High,true,false
Please move our billing cycle from monthly to annual on the starter plan. Cheers!!!!,Billing,Low,false,false
How do i read the numbers shown on the team management screen. Tried again ten minutes later with the same result. Please advise.,General Inquiry,Low,false,false
"Can you explain the proration line item of $18,300 on our last invoice. A whole department is working around this - please prioritise this above the rest of our queue. Thanks!",Billing,High,true,false
"Good morning, Without dark mode we cannot complete the migration we have committed to. I am on Chrome incognito running Windows 11. Appreciate the help.",Feature Request,Medium,false,false
"Hi there, The bulk action applied itself to every record rather than the selected ones. Please advise.",Bug Report,High,false,false
"Hey, We were charged $18,300 twice this month on invoice inv-20415. We are in breach of our sla as of this morning. Our developer confirmed the same behaviour on Windows 11.",Billing,High,true,true
"Hi folks, A good portion of our users hit this daily and it is costing us hours every day which means we would really appreciate a fix within a day or two It would be nice if the api console remembered my last filter Let me know",Feature Request,High,true,false
The credit note you issued for inv-20415 never appeared on our statement. Cheers.,Billing,High,false,false
I need a copy of the receipt for ord-44812 for our finance team Nothing is actually blocked because of it Ticket raised on behalf of our read-only user,Billing,Medium,true,false
"hi folks, this keeps coming up and we are tired of it. the websocket connection to the integrations page keeps dropping and reconnecting. please advise.",Technical Issue,High,true,false
"hi there, the tax rate applied to invoice inv-99213 looks wrong for our region. only i have noticed it so far and purely for your awareness. let me know.",Billing,Low,true,false
"Hi folks, Bulk selecting rows and applying an action only affects the first one. Only a handful of us run into it. Let me know.",Bug Report,Medium,true,false
How do i read the numbers shown on the analytics view We are ON the Business plan,General Inquiry,Low,false,false
"Hello, A webhook for this event would let us build scheduled reports ourselves. Our launch today is at risk - we need someonee on this immediately. Let me know if you need screenshots.",Feature Request,Critical,true,false
"Good Good morning, How do i read the numbers shown on the permissions matrix. It does not really affect anythimg we do?!",General Inquiry,Low,true,false
"Hi there, A good portion of our users hit this daily and we have had to build a manual workaround to cope and flagging this as important on our side. Our account was suspended for non payment even though the invoice is paid. I have already tried clearing the cache and reinstalling.",Billing,High,true,false
I can log in on desktop but the mobile app rejects the same credentials. Appreciate the help!!,Login/Access,High,false,false
"dear support team, our production environment is completely down. please treat this as a severity one incident. our webhooks stopped being delivered for about three days.",Bug Report,Critical,true,true
Editing a bililng contact and saving silenly reverst the change. All 40 of our users are down which which means we need somenoe on this immediately.,Bug Report,Critical,true,false
"Hi folks, A small suggestion, jira integration would save our team a lot of clicks. Get back to me when you can.",Feature Request,High,false,false
the invoice for 2026-07-29 has the wrong vat number on it. cheers.,Billing,Medium,false,false
"Hello support, We are hitting a rate limit of 25 requests and cannot complete a sync Just putting it on your radar I have already tried clearing the cache and reinstalling Happy to to provide more detail if useful",Technical Issue,Medium,true,false
good morning submitting the form deletes the existing record instead of updating it. about 1800 people have reported it internally so we need this sorted before the end of the week. let me know.,Bug Report,High,true,false
"Morning, Could you expose role-based permissions through the /v2/events endpoint. It is spreading to more of the team as we onboard and our project timeline has already slipped once. hoping for a quick turnaround if at all possible. Cheers.",Feature Request,High,true,false
"hi support, our 200 new hires cannot accept their workspace invitations. happy to provide more detail if useful.",Login/Access,Medium,false,false
"Hey, We downgraded from pro to growth but were still billed the old rate.",Billing,Low,false,false
"godo morning, hte saml assertion is rejected with an audience mismatch only i have noticed it so far, no response needed really",Login/Access,Low,true,false
"Hi folks, Could you confirm the recommended timeout setting for /v1/users. Appreciate the help.",Technical Issue,Low,false,false
"Hi team, We have a manual fallback that works Api latency went from milliseconds to several seconds all week This started since the last release",Technical Issue,Medium,true,false
"Hi there, Percentages on the summary cad do not add up to 100.",Bug Report,Medium,false,false
Percentages ON the summary card do not add up to 100. Nobody else has even mentioned it. Appreciate the help.,Bug Report,Medium,true,true
Are there best practices for organising the project timeline at scale.,General Inquiry,Low,false,false
"Hello support, Archived records still show up in the api console by default Let me know if you need screenshots",Bug Report,Medium,false,false
"Hi there, I was invited as a admin but the invitation lin says it is invalid. I have already tried clearing the cache and reinstalling. Thanks in advance.",Login/Access,Low,false,false
The record count says 3 but only 12 rows actually render. Our workspace has about 7 users.,Bug Report,Critical,false,false
